L1-dcache-stores,LLC-loads,dTLB-stores,L1-dcache-load-misses,cache-references,dTLB-store-misses,L1-dcache-loads,L1-icache-load-misses,LLC-stores,branch-instructions,branch-loads,branch-load-misses,branch-misses,cache-misses,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,instructions,Class
4240271,335331,6338389,676638,1142447,22256,6289276,484055,72223,5575091,5575091,242508,221406,247267,52681774,141071,7281267,19341,22719823,0
6071903,397759,5798107,844800,1205422,17723,7987319,372510,83439,5914221,5915205,265612,258032,284470,66495988,163547,9334529,23213,29790375,0
7260205,377067,5432731,663918,1023727,14370,8308492,257675,72126,5575872,5575872,235730,236152,272999,61091047,138009,10788739,20456,43932823,0
15244285,931423,15998971,2150074,1642609,31848,14177527,851686,145416,15669065,15669065,557656,862410,470223,247305336,373377,20649776,60394,74328791,0
151368654,4529586,158934214,13274602,50566877,7514537,1163088663,23395088,3606609,777762020,777590790,12042639,5090523,949054,1047195724,1799187,274895052,831817,968765839,0
4759716,370717,6717320,711239,902795,15100,10731370,499505,69298,5238671,5238671,244029,213148,274861,52727075,137468,9652811,23700,29955188,0
5470556,359296,7278425,929083,1210520,20540,8777394,483204,89847,5957278,5957278,283145,248128,275611,58568191,163500,8134638,26228,25388425,0
5597798,343183,4103422,677073,874234,16084,8004566,379851,73817,6393207,6393207,244276,201534,239668,50456291,120038,8295857,16730,32888175,0
18593950,796164,14324785,1833383,2100034,30978,10275830,780849,179236,16145201,16145201,607813,825713,505830,253912675,311389,19846311,66182,71654481,0
21915205,1010900,27219143,1841699,2223507,29629,22136020,863020,139912,19398639,19398639,495231,1272110,490379,251923524,408829,39513136,124941,152100753,0
4648311,311064,4973320,576848,1021647,18885,8628880,420206,73780,5220067,5220067,244872,236316,294424,65016118,140851,9588800,24057,30114619,0
5164336,346213,5579201,805390,1329836,20491,8004370,354312,80295,5861190,5861190,272121,240381,325238,60701877,163232,7936869,17557,25162064,0
5933355,308437,5055344,671842,1005246,16487,6243701,242269,70511,5524625,5524625,232445,202119,272405,53226984,119479,8298783,18708,32884813,0
12431308,773575,17213770,1854441,1773507,34264,26467953,827608,184258,18346243,18346243,617280,837659,492629,246683175,332679,19948956,58673,71917639,0
40396568,1491301,41295329,3466137,4483933,96327,90417827,2843364,344206,48829368,48666360,1643298,1527328,495623,281538669,575382,82337830,215882,288582432,0
8046304,437295,6274139,694834,1140506,17541,9343672,429433,84683,6523507,6524636,308452,276052,308763,64552402,155818,14267670,39253,44992063,0
6291358,480887,9341464,954809,997224,19659,12499976,599181,93871,7088011,7088011,331307,309450,387637,69634205,182956,11644407,42073,36593010,0
7972915,422085,8041424,952903,1204124,17001,7797088,516711,71635,5893608,5893608,262299,274246,296719,61805198,142620,11822185,30225,44171544,0
21662579,949817,17033005,2225280,2478901,38047,27383490,1173223,143870,14188209,14185402,592884,988279,519392,276121998,397129,26845442,106761,98083883,0
197338900,6700698,226580793,16575606,13135991,387080,200784971,9200287,1023812,151399412,151358428,5034878,6048780,1228610,1245650083,2552075,321301570,1011980,1118253378,0
3078009,400714,6748187,502740,1108561,18666,5007972,358422,73855,5318899,5318899,248550,257569,307225,65970614,149583,8684283,18335,27210825,0
7296983,478243,5794483,621439,1096192,20625,7389994,475942,78859,5906924,5906924,272483,289914,313001,70168123,182509,8002889,21595,25101007,0
4679395,329056,5368997,490199,911319,13844,2212592,255514,72202,5582829,5582829,238799,235635,275475,63500846,131077,8308449,18194,32911007,0
15677394,923656,16010150,1989865,1956115,28776,23040701,1092161,143082,14525370,14525370,589275,854758,500270,248697490,351332,19823692,72434,71361998,0
79279612,2944274,87549336,6970085,5278418,137875,128804459,1939160,533807,103363137,102873510,4274168,2256496,423565,377364224,600501,104501169,371649,385342661,0
6846451,430545,4979067,717688,951776,18484,10258459,448675,75904,5414869,5415122,254338,260968,288732,62261740,156740,7913269,23838,24537938,0
8144753,588900,7231944,798406,1275105,25625,8182393,536996,79492,6005199,6005199,282112,291321,316229,71711633,184646,8043991,32577,25506285,0
7197295,316226,5077678,841928,1156638,15489,9724331,414889,73835,5687288,5687288,240367,253431,496184,69509503,155185,8462925,15930,33235361,0
19110025,971292,20137003,2319702,2473977,43019,21804549,1074037,150489,13797905,13797905,591661,935745,944810,283861408,399353,19918646,63315,71661085,0
907690506,9508139,937335770,35759114,23420200,522101,1884155849,18822530,1745779,914411192,914376347,8811636,9158498,2234915,3788007035,3165886,1300202172,5772145,4277277594,0
5007752,382771,5240885,614335,1171434,21643,5917778,461069,69137,4794640,4794726,234684,265499,262317,59669047,182085,9240914,23986,29939802,0
6070673,404519,5845025,759115,1331130,23225,12968764,577597,77692,5511272,5512248,265008,306964,263713,70518854,216036,10272670,25384,33100161,0
4722466,371489,6985837,698329,863296,16789,9942556,384159,69652,5229928,5229928,228543,256551,214903,60536874,171028,10384562,21542,40121847,0
15580265,699850,16301439,2046667,2782517,47855,34962771,1321726,133322,13487468,13487468,576743,907759,393092,260529365,450880,21543298,66002,77918522,0
28675595,931759,27945026,1742652,1569694,27221,13215664,637793,95071,8176033,8176033,403104,1070818,411238,181515045,312979,13154908,36531,49202692,0
5072315,482202,6686508,642381,1167526,20032,8416061,456696,71118,5054630,5054630,232866,271259,286665,60145282,156544,7193327,16580,22575810,0
6909847,481234,8707953,1018330,1215971,20132,8357768,392354,73704,5078627,5078627,249884,292472,199473,60552242,173336,8328552,24260,25480303,0
7066817,421650,5848454,626634,958295,16571,13617089,444781,63820,4703232,4703232,212692,238047,387146,64329430,132454,8471729,20715,33201665,0
14642452,751944,15624288,1981106,2428966,37114,21390881,1041493,144195,13317368,13317368,594001,810017,510110,254670046,350691,20905026,56941,78055490,0
593671253,13061390,561001529,37650901,43402438,1594955,862176356,33098654,2552380,422220851,422216717,12880884,12827446,2417329,2595649940,3378864,1102497870,2293083,3779298313,0
34340773,1044462,33523872,2756548,3169295,67100,34952058,1154882,78535,5349595,5349595,257048,230576,259285,54388404,145649,38325606,68689,136248147,0
27847557,979045,38382455,2623011,3097453,62655,27317483,1260150,86175,5967527,5971376,282550,260755,299839,62424780,172292,39400052,55001,141177981,0
29313243,942305,24724892,1922039,3023779,70328,53377750,1326375,76826,5696765,5696765,267872,233081,271377,57529028,139463,38719251,54098,144325768,0
52447227,1544671,45183780,3531617,3372097,63155,58815210,2081182,331275,59607197,59607197,927664,601547,350883,132136599,268085,109899818,171372,400275962,0
13881001,534605,12240744,1002924,989919,19397,6473896,296078,71407,5533326,5531744,245795,824481,359072,144751101,255423,31656614,35684,116480735,0
7574065,326199,5553425,845776,1311323,23263,14929657,806689,69535,5365702,5365702,227727,259169,283554,67056194,155771,7261638,18259,22626933,0
5770005,374977,7121732,874601,1837652,23374,11357019,668783,76758,4986877,4986877,241648,276980,323740,64852388,169923,8168600,31685,25226512,0
7659741,445929,5228105,603862,1052120,16145,11994157,498744,65095,4739550,4739550,207011,236014,287056,59403692,133169,8333802,14799,32913739,0
14756467,758754,16643874,2020335,2066424,33730,19806117,912608,136516,13299044,13299044,576280,870781,471814,254969249,340943,20197797,56875,72206182,0
119817289,3450149,113226826,10983526,1698372,43377,37245690,922862,247856,33731425,33694662,1323474,1693599,503152,285475705,567777,148216444,301341,774051563,0
6571776,444417,6916599,839236,1074227,18025,6136820,364258,85684,7013884,7013884,289942,251562,294930,60333539,161759,8330438,27866,25916776,0
6873282,445992,6598034,909481,1074221,21704,10733738,432163,85990,6025413,6025413,286966,289790,340140,66025078,173568,10075174,27497,31858098,0
7205497,528881,8640065,783467,960969,15615,11502240,452489,77952,5687384,5687384,256310,246190,296421,62315244,138871,8936049,20799,34743576,0
14147904,756693,14897794,1766674,2004855,31418,22896808,859820,145927,15776878,15776878,574641,901987,531171,269154874,375384,15587134,49513,55981478,0
60531934,937797,62213217,2756394,2262789,94663,41957011,1610483,166341,28802679,28668578,653207,1957038,481191,327344177,485440,100268024,106832,352512903,0
4245396,446301,6628796,544978,1045020,20844,12871776,450332,71169,5598055,5598055,256239,242526,278055,56009046,135645,8993254,27564,27897874,0
7153657,436612,6613368,755192,1289831,23374,7339498,516879,77587,5504690,5504690,269011,268496,298228,58630147,155655,8856862,26566,27479822,0
7217958,412938,6401772,741139,891704,12977,5186035,274624,64389,5225566,5225566,233046,231610,278377,58888985,126493,9196509,25182,35421380,0
17114206,810786,16372841,1758326,2245628,35746,15495082,957716,139268,13599634,13599634,577268,844173,452316,241346199,321411,20873492,53726,77890039,0
324475281,6584741,338866012,18913986,19768416,536204,591105736,16351276,1639291,346370264,346305322,9059182,9193346,1449464,1836653607,2168958,586342816,1093627,1923212072,0
5497573,306052,5344648,620354,1123002,18133,11546786,472015,65203,4371506,4371506,213140,208111,253682,51069391,128766,8436117,20349,26835781,0
5032270,406881,5665450,615348,1217702,20051,9344457,412253,76359,4982076,4982076,242639,244324,280572,57823840,167139,9385038,24665,29801180,0
4945399,344441,5703185,583457,855233,15589,8449420,482151,64503,4672949,4672949,204961,199067,249445,58517348,120502,9657105,17629,37455133,0
14921300,891171,15996408,1586727,1570171,20913,21946949,1064901,140578,13301880,13301880,574316,856793,445421,245625773,341563,20036479,57398,72511001,0
86644758,3311462,80068959,7775216,2663725,51780,53573741,1168482,285857,37819689,37776303,1437791,2633440,762067,449577321,917471,138235039,348313,545298475,0
4784914,463858,6773907,548777,994783,18938,8906898,398078,73917,5844112,5844112,252794,254935,303896,63720412,150757,9803086,23328,30890378,0
6605846,373110,5884673,832689,1300794,24407,12267169,542499,80290,5852075,5852075,271835,271755,308193,63499157,164122,7940826,33234,25243619,0
5221726,414460,7427981,580996,819503,14692,10668444,485710,72367,5573795,5572423,232396,238296,280475,60773640,138035,8357841,20606,32973770,0
13951755,887355,16244931,1697678,2331684,35200,22534012,1046573,139492,13935771,13935771,563295,838088,439614,242728745,365251,19969236,63196,71708328,0
516070019,22320807,504073825,56597138,61750363,935093,749927693,30512517,3208927,569589466,569361891,19903565,20460779,3415867,3139876502,5396220,796753453,2456866,2936057648,0
5054772,468905,6090317,667524,1587870,26460,11888488,610346,95808,5905793,5905793,318319,291381,366704,73287379,190804,9544479,25484,30382981,0
6143166,477540,5772007,851583,1457687,24729,8626439,607434,102925,6466830,6466830,348463,315788,364046,72290742,206894,10349830,29277,32751702,0
8005997,432469,5810325,881402,1494316,20056,11861504,566078,87802,6196383,6196383,309480,277402,331212,67830215,176392,10704385,30041,40449365,0
19923228,890758,18079947,1892646,2234685,40229,15357733,801874,157069,14335090,14335090,630591,930175,500443,262839809,391840,22183182,72747,78682551,0
542396550,13333858,547137824,37764591,40928165,946038,823237947,24124090,2944862,695464453,695401913,13739859,12305426,3087444,2876771571,5146813,737594390,1534001,2990430753,0
13861666,1096355,15124743,1691948,1772345,30190,11776131,601653,123521,16128798,16128798,579499,611448,417478,129163441,354424,29972027,55479,107237716,0
16242007,1124391,13107899,1822245,2454185,36096,31194201,800831,131248,16873168,16873168,623932,617011,525427,141451883,381354,38858806,101973,123695674,0
19341864,991244,12906646,1957971,2451416,28805,19756234,825151,104320,14085591,14085591,488373,572897,479912,130086160,347161,42350867,107633,142183615,0
24397075,1435936,26297771,2398585,4759918,56514,50125362,2013957,171575,22403647,22403647,821541,1192069,606738,317883669,561696,36623231,98216,122927097,0
106977815,4856998,123011720,11369066,2818379,50359,18329281,1319462,249379,30009749,30009512,1035062,1037461,519809,222602088,408907,37813401,112147,140965622,0
4634249,368473,5208397,614487,879618,16672,8996999,366208,73328,5566537,5566537,245953,257151,265073,64303982,150315,8568195,17800,26064303,0
6128280,354715,4598390,763816,1299802,20482,12247968,577717,82378,5884714,5884714,268656,289366,305130,66151658,163046,8458309,17432,26014483,0
8270963,512418,6723251,759067,968657,17099,8742762,359936,71708,5580105,5580105,231290,231128,268962,64960661,130001,9739729,18676,37525563,0
14985565,811402,16191815,1787394,2301360,34773,18562987,1045196,146949,16222943,16222943,591697,831608,500204,259064468,360084,21247820,74915,76435868,0
350617615,6418921,361270877,17974587,15601936,453492,596346373,10829342,1536674,375350809,375240053,8407484,8755663,1289028,1675550917,2217519,542416989,1414783,1837134153,0
6830322,611696,7781859,1093066,1796511,32175,11136221,662045,98730,5625183,5625183,352957,385843,369713,89903581,227208,10674796,31814,32951869,0
8337229,688772,9736519,1973540,1840790,33338,8221774,532166,111080,6361916,6361916,400514,432187,366120,93601962,267897,12015374,34028,36941637,0
25608828,770317,18730970,1459500,1493207,26221,7958005,469560,100985,8091035,8091035,351754,390005,297052,85907824,232537,12014280,33111,43873134,0
10640523,935675,18186920,2159231,2825817,44676,24008388,1141860,173423,14475777,14475777,690089,1017630,552725,291322389,435187,25704437,102474,89778034,0
742157518,24981523,728943169,65698822,54594708,919115,912440848,31177179,3968116,826249777,826235640,21000552,21496122,4739472,4249540326,6504562,1271512230,5134300,5005282506,0
26758837,1806162,24414556,3502511,2016696,34610,24843495,1223178,151624,14006582,14006582,814339,680832,384940,123843816,276049,18897836,72005,56267964,0
7241552,963539,9661618,1554253,1392283,23420,10287104,664522,87866,6008824,6008824,282835,308773,372476,72868930,181079,12465817,48758,38013460,0
8909885,980114,8105165,1446555,1762128,20356,12313330,638639,73679,5607289,5607253,238077,355816,266785,73991206,146995,12126995,46142,37684805,0
16857916,1640005,18277209,2682763,1929626,21176,14692871,998547,136052,13441413,13433191,536747,540252,338108,97236852,194613,23468341,113358,75644489,0
3062904434,66606372,3044545042,158820139,24660817,588867,242184928,10475344,16765428,2167369410,2167383740,60124871,64636149,27072232,14870915565,22540002,3490287056,9546691,12297136887,0
97572507,4492224,83021715,10055081,5318351,338858,122192729,1912525,1591818,97460126,97460126,4588865,4860348,2380966,1009036191,2318205,398943167,520162,1676769431,0
102451214,4771768,92194610,10403325,4944426,480764,209031680,2001714,1710657,81747059,81747059,5285043,3415597,2086181,766533960,1770445,294617193,387406,1190633261,0
105498553,5513565,106836457,10844240,23567071,508312,1075828393,9440060,1260538,62140101,62139886,3166636,3311559,1067492,674555174,1677913,189938802,410154,712766671,0
43775922,2467987,48422130,4743192,9576273,150045,89109048,3478742,1073195,46207901,46072562,2702780,2409466,575613,469401655,1201956,103590920,364895,299178959,0
307989147,4937782,301505163,13185309,25224951,804136,734071397,14887446,1227600,210707356,210642205,8059258,8201689,1950496,1358816255,2039200,610920635,771863,2133579285,0
3032784,409362,7735535,614998,1358937,21211,11337772,597509,72692,4839136,4839136,241930,239063,265776,57939962,148268,9359732,30171,29676760,0
6095214,467710,5578218,566306,1056777,18906,7436776,253189,75984,5334944,5334944,262738,267738,281716,64671582,183087,10061360,23386,31897164,0
4957034,371736,6834238,720890,1403682,17633,14081746,530003,74355,7856429,7856429,248363,240452,279385,56859760,134569,10437398,20154,39872463,0
14210327,774647,15798887,1476215,3117155,31484,28104353,2012410,329814,56876739,56876739,904539,584426,350015,152592076,260088,78163525,131779,281439646,0
799355242,6999205,814060677,36365141,14133099,680592,220868248,6679718,1326618,845503201,844449028,8280422,9123090,1710884,2982769939,3116929,1105011647,1264910,4341706287,0
6007085,363128,5708380,835313,1252274,19767,5411030,444748,85250,6649294,6649294,335104,325440,369192,72721903,177188,10229356,28688,32881485,0
7956588,432601,4927643,889093,1204734,21884,9024169,547524,86490,7445414,7445414,355481,358813,373745,79287720,205040,11163602,35351,35838639,0
5956621,363099,8955912,880837,1170393,17132,10172198,415277,75793,6837713,6837713,307579,317997,313793,73040203,163484,11488175,29747,43442358,0
18817270,933112,15522733,1831133,2346850,35777,23631158,888464,178581,17042413,17042413,663578,932593,616019,271357192,395221,21977478,69767,78929623,0
193382944,3569313,179555213,11025866,13674679,271130,412050848,8113282,770602,146923490,146837192,3409184,4576373,1272480,1016221148,1390839,288769739,461671,1099722130,0
7332786,386075,6311129,844237,1059576,18923,7881810,492784,80219,6375776,6375776,308782,319192,305040,68878675,166267,8761119,34076,27393932,0
7517546,825905,11107969,1460771,1083938,16369,7082524,365811,84998,6985448,6985448,338873,329139,354251,74758317,179568,9555934,37004,29955954,0
6981968,390391,6031801,680350,1246127,18656,14425841,562636,81951,7239549,7239549,314296,295274,327596,66007046,151329,9865170,28497,37589459,0
15907251,1230606,15892773,2292198,2524340,41750,23263220,1238479,151874,14996778,14996778,633023,887394,590208,270768480,379461,21571867,63570,76881257,0
