L1-dcache-stores,LLC-loads,dTLB-stores,L1-dcache-load-misses,cache-references,dTLB-store-misses,L1-dcache-loads,L1-icache-load-misses,LLC-stores,branch-instructions,branch-loads,branch-load-misses,branch-misses,cache-misses,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,instructions,Class
7597878,514901,9130702,898528,1225777,26597,13021730,576935,84656,6333834,6333834,251577,249337,273361,74237739,202470,11969465,34602,37600296,1
8628881,458720,8410180,1169501,1059365,26422,14946172,725078,86828,6812619,6812619,272207,270991,265929,72807824,226943,12656578,28271,39319804,1
12540241,603480,11285161,1491520,946577,17143,6605207,326638,75806,6559367,6556138,233641,231052,278785,72253605,192256,13068968,20900,47907290,1
61762590,1502423,69465525,3516497,2671590,45289,29238834,1194396,331990,58282298,58282298,923013,814858,439638,242275165,386460,30014274,79611,106807442,1
131296465,1609776,152344011,3527703,3648218,87694,412725024,2429076,481433,81875005,81841642,2250993,2243652,776440,881879522,773171,485278876,263956,1131967618,1
8117318,445283,6726476,871281,1070961,26442,10644468,340147,82231,6362894,6362894,255033,281437,391036,83022220,212285,11988460,34517,37608922,1
6979542,517265,8083148,829648,1399289,28487,11652649,496112,84892,6819724,6815262,264730,296822,325284,79969587,241993,12568806,27094,39290526,1
15933666,503809,10245860,1553197,1204838,24195,12323048,490391,79624,6563001,6563001,237715,277226,309532,81514859,219855,13075298,25216,47824857,1
14538544,912086,17974974,2355197,2409904,46755,27397258,1131857,344991,58605553,58605553,942202,851013,524944,272023953,438418,31239645,84579,113403003,1
210858249,2892953,215657837,6510354,9961053,196003,725321283,5901544,725299,132693683,132693683,4990922,5002592,1169122,1272476082,1090697,644989904,379503,1583744118,1
8877191,485480,7725449,918911,1250424,23893,8613407,372253,86854,7250215,7250215,285011,287043,372933,84905155,222316,11969255,34005,37586440,1
8373313,519100,10868085,1018327,962550,23276,5305888,348589,97086,7707429,7707429,305323,305941,309363,78218421,247227,12487448,29651,39313382,1
11510615,699267,11960185,1416522,1308794,27275,17215020,685421,84269,7482971,7482971,274486,268210,332572,78009887,210169,13044547,21988,47902808,1
63659292,1247470,58783047,2901550,2503359,41784,33050452,1176875,337357,59669618,59669618,1019292,835129,443477,264853623,422931,29938049,83623,106440298,1
300306451,3725267,303591176,10887837,8088765,162757,591161235,3968955,750274,98780596,98772766,2787244,2105120,648907,838798828,754355,616505546,420768,1480054809,1
8593257,413246,10054696,1094729,1244868,26338,10616122,461353,83945,6359577,6359577,250320,257012,305648,76376403,210155,11951607,43548,37570578,1
8297038,444958,8875326,1088806,1305543,27153,9863508,576603,89768,6821811,6821811,265014,269486,269925,73109646,224792,12466253,24991,39324125,1
11905836,655803,11858519,1334894,946430,23336,11437192,421835,85040,7497478,7497478,260253,232439,267135,68244132,190021,13063612,21962,47828787,1
59805107,1205958,62391252,3199870,2146450,38592,20520608,852197,345681,59622485,59622485,956570,880947,484118,273861078,400524,29875670,91448,105720378,1
151611903,1870281,159262864,6212619,6439962,135391,604509496,4170048,480384,80723829,80710281,2157029,2303579,690509,888293109,778841,436139209,238151,1027481287,1
8635501,437994,6331110,1205556,1250526,27065,9376348,603533,97003,7242482,7242482,291306,289202,392713,82031073,222708,11961911,34240,37536288,1
7966280,560047,9352875,828224,1633155,34057,14090160,793918,92427,7714875,7714875,294291,303265,296465,80412710,247061,12598009,26243,39364729,1
12921209,613957,12788243,1292843,1226202,27799,16360645,538384,85682,7506576,7506576,268256,267915,298318,80947495,209092,13079055,22564,47893731,1
62030592,1140018,57513816,3051226,2487755,42026,22255818,1201706,357223,59393057,59393057,937615,821471,515112,268170439,399724,29283768,90602,104349682,1
242254044,3723721,238359416,8359654,9450258,198163,706666175,4902824,684202,134607668,134607668,4995449,5058148,1284045,1291698321,1084131,644275381,369397,1583056779,1
8560271,471769,8413583,1015002,1158732,24626,13412286,596640,90578,7237145,7237145,286311,289773,347018,84987725,226061,12178238,37975,37855994,1
8710883,529767,8857945,947377,1026670,24159,8489534,387572,96347,7710459,7710459,300430,298976,284198,82243888,242989,12499546,24611,39263549,1
11331825,689829,13481724,1302371,904252,15475,7556841,452419,88220,7500979,7500979,275679,266674,312499,94756470,203292,13131793,23422,48057561,1
63129672,1263397,59242721,3142570,1979553,43835,13522412,655650,345697,59695503,59695503,957457,840407,503926,275783762,445786,29630270,85980,105436509,1
273307850,3308878,273217620,9389934,8327844,176114,539326403,4775221,697288,105666848,105564679,2998169,2775718,840598,1124281279,1051462,609970239,347654,1446934096,1
8902464,466431,9532252,900313,1692734,29989,11101508,672884,92336,7245508,7245508,286103,256748,363088,75157049,209871,10659809,32162,33083987,1
11843628,577273,9985327,1102159,1373496,32663,10653692,678543,94671,7709091,7709091,299137,274787,292225,79142811,235753,11144352,23247,34677161,1
13634689,699534,10662070,1357747,1174482,22906,12382757,484118,90459,7569169,7569169,263111,238847,261559,70103514,196498,11647322,17617,43213174,1
56920054,1327598,64844697,3215420,2379553,45149,21371464,990883,362325,59261616,59261616,922219,853771,477184,266043269,410593,29759360,75441,105678722,1
191742291,2976280,186363008,7979590,5961624,122285,530648203,3079823,749010,104190283,104187061,3055459,2404584,887806,913167215,869693,474898564,333427,1112411389,1
8243873,384937,6616219,1043604,1519161,31830,11266676,690623,83448,6365455,6365455,258135,288432,337048,76185892,221602,12049476,32540,37622809,1
6572978,475799,8554991,895748,1347751,28802,5488347,385639,84124,6576927,6576927,286358,294584,206642,70704783,233558,12571036,34645,39281179,1
24785485,612007,20830291,1462407,1062161,24691,7354509,332354,79361,6585738,6585738,241157,479409,401725,151430678,247846,13026284,21250,47746031,1
20856334,877826,19792455,1804044,2562712,48545,31328045,1247058,347312,59448968,59448968,966788,636432,268316,142644285,348804,63578761,124647,226792871,1
144786930,2211502,171851321,4955333,5073046,123368,441993336,3273065,320607,56516731,56516731,1646198,2102579,872925,843848748,743997,425862772,283452,1004215886,1
9304320,418032,5609552,1033266,1123517,28086,10135563,558724,90549,7229923,7229923,290394,285227,373512,82812682,223405,12203040,34549,38627729,1
5894024,406199,9112685,1031876,1053062,23065,1530331,276159,89067,7682670,7682670,295806,304320,302030,78083124,241303,12652879,26332,39695639,1
4064237,301836,7555511,949857,1331972,27411,17549325,637121,86170,7423730,7423730,267484,292190,311002,81101140,214566,13183119,25355,47955227,1
61073686,1129309,67713486,3663226,2156426,40140,17509117,850856,344740,61270802,61270802,902079,598143,389379,143546237,334660,65196909,120060,238713970,1
169006882,2988466,167471489,6257885,8207576,188760,204676868,3991342,667049,104687766,104358015,3010770,2884307,965450,1066233920,1126155,617844023,362804,1487940664,1
7559390,517891,8637585,789521,1755027,25348,13503208,733583,94896,7249962,7249962,288453,284745,320094,78327979,220032,11995348,38600,37633518,1
8922764,428034,9007600,1179584,1151803,24101,12303707,586221,97628,7721302,7721302,302700,296563,353965,83556708,232882,12631640,28623,39304401,1
14134294,702602,10456869,1217184,919780,17640,5577677,277993,84262,7493395,7493395,268962,263616,284059,74912253,201670,13010810,21238,47727211,1
58347805,1076541,62639195,3312450,2207945,39394,19985795,840855,351775,60333893,60482954,956520,850158,608367,285443965,450997,29293202,91053,103035797,1
153295163,1782370,150986590,5459893,7903444,166655,540568752,4041510,452608,82441591,82428606,2202067,2155092,563977,866046691,776434,477823865,270778,1112568575,1
9043620,448313,7460974,1037260,1244591,25471,8982266,503806,85399,7247118,7247118,288975,258892,314512,73717325,208049,10559187,40155,32961342,1
8910049,501641,8720222,1009383,1094824,21919,5561798,354504,95008,7784990,7784990,304375,275485,280450,72576442,228782,11209247,25799,34620265,1
14045477,723745,10148289,1298069,1195157,24666,8949462,370206,88279,7548695,7548781,286396,268672,306345,79349402,211610,11653479,18897,43238800,1
54054200,1061177,58808926,3521572,2748515,42917,32085681,1248019,344689,61551915,61556430,970218,866887,497110,268477024,417406,29042528,79602,102366586,1
60331975,1913860,45502532,6139787,7173835,174382,641308361,4613569,694097,111690413,111644487,4459939,2982635,745331,1138943324,1139088,611115450,380628,1447402307,1
8807324,537970,7708319,801385,1705935,30719,16350839,749993,87818,6642987,6643156,356996,285028,335767,78667491,224865,12012728,34533,37613279,1
7920398,481191,8304245,928078,1389576,28811,15102598,619817,90140,7092969,7092969,305862,297604,289824,77512765,231088,12529403,26167,39327065,1
10046133,590706,13744529,1477088,1043134,21957,13532162,526678,76782,6566827,6566827,236178,263633,339218,71968466,211331,13022360,24001,47894113,1
52968735,1281649,64864960,3337941,2703302,49980,30741556,1200302,349714,59333362,59333362,968894,873698,690379,276222508,441252,29689023,92137,105451694,1
159894842,1933546,150695961,5669012,5838206,74159,373821141,4137337,495887,284122458,282984812,2205051,2159160,586072,692328460,512738,322303322,357510,1099208260,1
6983956,380389,5030976,783300,1130418,19217,6342642,430895,82499,5660155,5660155,267162,267323,435652,68127969,166096,8886219,29792,28249205,1
5984848,421901,7142540,857779,1026357,15439,7681238,389583,83591,6043269,6043269,275389,293809,332493,62781755,171917,9605182,24239,30120965,1
5109695,381269,7416647,691841,1283722,17154,14933884,588429,69653,5538701,5538701,232437,326462,372078,74253946,156774,9886158,18409,38005678,1
60779967,1455652,64238482,3209082,4369170,58221,38867678,1972951,375554,62796900,62796900,1046106,571576,564688,134181679,237164,31269717,87726,113641424,1
104849746,1391900,104178510,3741273,5260773,116572,291190883,2690327,462066,78481135,78434411,2165967,2596773,1004572,978780386,889934,466506728,261274,1094147850,1
8138531,495975,8300579,957269,1589818,31099,15836308,596982,91804,7372841,7372841,377842,304116,447590,80395261,229810,11906188,32999,37429671,1
9054266,478341,8065099,986893,1271229,30591,16533766,669688,90880,7925394,7925394,322865,303979,467781,84275837,239646,12670761,28055,39280033,1
10943526,456122,9054044,978556,1348819,24996,11589444,546276,87798,7665677,7665425,293791,360766,495781,96307733,224553,13007768,23066,47777132,1
19325003,1024930,16566284,1697526,2414057,37401,31811123,1180194,340409,61612457,61612457,1007631,592585,532470,115870634,264741,29497683,91579,104233799,1
182485785,2686807,193417012,7421791,9026463,188579,737683853,5147981,702393,100210344,100096793,2775522,2104952,901492,842890810,720283,563990858,345033,1333815272,1
8435420,489414,11147992,916821,1124076,27109,12418106,526574,86337,6362787,6362787,255924,262940,249184,67122336,213632,11974274,39324,37576093,1
5577675,468493,9050253,784034,1030774,24537,12687409,494206,89625,7457795,7457795,288031,265989,171225,63762535,211203,12515092,29915,39249375,1
9232695,509235,8665819,757655,947857,18436,13982562,589424,79656,6570970,6570970,233690,326388,187917,73572613,207209,13052382,21669,47891237,1
19808523,986793,19397148,1903068,2435076,47359,14767102,865478,334426,58743795,58743795,922686,585327,95657,97067456,243007,29726830,77455,105952450,1
205458052,2640968,192795394,7498398,7742338,184172,394456610,3385106,721842,107081754,106997331,3276158,3192256,1186692,1175519489,1177790,609489552,345429,1444844730,1
7513314,403295,7418863,903376,1152010,23225,13923567,529740,93032,7254695,7259871,286660,292017,182668,69534992,222072,10624035,33264,33040047,1
10077397,510363,6241392,1010665,1236458,24132,11025030,580042,100596,7730514,7730514,307030,304855,195725,70992861,230626,11224105,24280,34669027,1
6991893,522557,10573141,757850,875467,23995,5407436,358991,83519,7467954,7467954,260058,357368,184406,78189318,205229,11882150,22205,43485528,1
18625583,854012,17456467,2059976,2038629,43134,18526315,1265612,347885,61020516,61017848,933406,589540,369472,114671132,262808,28537011,79816,101798646,1
282792072,3539798,281752852,9833532,5637898,133452,359913361,3504829,659405,102177450,102145231,2914847,2881547,749958,1139526168,1087594,485914668,268091,1133691867,1
6345097,410696,8235761,800393,1227806,25737,6162200,507843,95412,7238880,7238880,292643,289295,329962,79293662,223365,10528305,39884,32869390,1
8862083,435177,7386291,1034566,1140136,17513,13395367,596589,95975,7704947,7704947,302324,304547,299315,81619909,245922,11047862,24312,34603502,1
7399353,504975,11149413,911961,1221586,26684,14353514,441154,76594,7447734,7447734,263571,341834,280394,83542256,209904,11660612,21378,43212756,1
19375760,952031,17506529,1926287,2686632,45642,30977891,1139290,364297,61406531,61406531,963827,587804,299107,114442761,265953,28902612,85632,102410576,1
150912835,2119974,150487395,5222333,5453887,112738,499980131,3342507,431727,77002493,76989425,2010679,1638301,581376,661169864,557840,428953278,211913,1002814881,1
7224297,380309,7787186,1010052,1461965,28873,8056473,549348,86066,7247563,7247563,287550,279935,352360,83900991,217778,10640001,31962,33015398,1
8603082,484977,9198045,1188835,1192183,28756,15563182,510873,91850,7732203,7732203,304305,303801,315976,78289878,233935,11125484,24863,34528981,1
6611974,391485,11646845,1043224,1133976,23071,11956670,410705,84548,7458987,7458987,258658,352775,308841,94277054,213190,11697465,20107,43321522,1
17396133,909924,20692582,1976489,2055264,36698,20030193,1040020,350182,62055911,62055911,949829,597573,355421,114795251,267137,28968201,81353,103260956,1
156551178,1844582,157327712,6087150,7201016,179275,429600641,3515278,791141,101234277,101176831,2866492,1914863,636980,754788462,693514,592853054,375000,1390716591,1
9356238,530192,10558485,1122383,1064431,20422,8237025,428661,94317,7272669,7272669,289108,291844,318506,78507735,224426,12043362,34676,37650114,1
10256380,575203,11078823,1200780,1166409,24643,13725946,562273,95588,7769540,7769540,302497,307377,323843,82992162,234179,12554387,25465,39381567,1
8247864,499636,9310940,837525,1215088,20840,15155485,518204,85940,7456054,7456054,274955,354503,432643,88891608,222464,13056627,22191,47926467,1
14903116,873851,20431132,1865485,2010194,38576,23672129,1127136,340498,59343712,59343712,936848,599042,692553,126229323,262396,29486884,87704,104958593,1
222391374,2948695,204583769,7297350,7600945,190135,614536423,4726790,681744,111020632,110646400,4265869,3153516,788587,1144079641,1096419,484615409,275122,1130556496,1
8548224,491946,8410086,930216,1003737,27758,12991254,492808,83494,6336215,6336215,254403,287864,332375,77605190,226916,12004116,36194,37439903,1
5849013,471047,10868458,1048410,1685659,27980,15645548,645189,83338,6814706,6814706,272352,303350,337332,80377253,244152,12542919,28261,39336439,1
9871723,472853,7559977,916803,1235897,26747,13310763,403004,87393,7481388,7481388,281888,296972,324559,78682672,218218,13125521,22180,48085847,1
70340793,1397415,58796729,3264937,2084533,43284,13858736,742678,340392,59723471,59723471,957098,611752,393560,145956774,342349,64060439,123756,228378529,1
148085238,1674691,145247496,4794900,5894427,168427,585070611,3756942,656937,100209886,100168272,2792736,2712287,809884,1024036310,1084140,608653420,420661,1441673933,1
7051910,387116,7044423,960334,1243366,26098,12433099,694076,90632,7238942,7238942,278389,258297,362396,76076203,215388,10642884,32327,33073695,1
6540476,439710,9072304,919240,1106325,18760,10834569,508256,95491,7705445,7705445,306413,270840,393602,74080313,227800,11086822,22990,34704030,1
8736312,490225,9442476,959531,1304477,25752,17347793,508593,84545,7444179,7444179,265752,503586,362382,134110448,228865,11658622,25630,43237100,1
15914831,895665,17355958,1807105,2332863,45072,33871964,1036722,348759,59319800,59319800,945073,593539,144061,101975503,255330,28361982,88318,101355857,1
163140005,1989619,173819725,5553898,4218766,95799,425452172,2371001,663325,98568947,98532682,2777960,2382831,1065913,978343257,831022,420537306,202207,988924087,1
9763990,580294,8165820,969452,1154154,26542,14363291,574886,81400,6361894,6361894,252336,288299,339850,74848502,219168,12062108,36906,37619676,1
8292295,569747,9118150,937554,1127171,24411,8191206,570800,81967,6850347,6850347,282223,301217,297283,73086550,234761,12447668,28153,39313677,1
10130477,489683,8336704,919569,852742,20607,8376458,360158,86018,7466256,7466238,274130,353550,301440,82554449,220871,13123405,23473,47994518,1
19254938,836888,17602990,2200637,2687417,41058,32775044,1359208,356026,59325883,59325883,954541,746392,498587,148107242,317250,30581423,82041,111197056,1
156390978,2038270,149417649,4878901,6076565,120940,653345747,3246080,475504,77551063,77538893,2042699,2662203,1418416,988944442,958084,455824918,301597,1070627142,1
9902798,474663,6889298,1107573,1431678,30686,15870869,629151,94458,7283232,7283232,291701,330904,553292,107864224,304704,11970598,34782,37546306,1
9517013,493732,7964241,977683,1183632,29412,14197028,568488,97333,7740003,7740003,295260,390792,620486,128665777,323351,12448798,29540,39239718,1
6907335,508479,10927515,798427,1197090,28861,11510056,546735,79725,7486424,7486424,267446,653590,331617,174172009,320190,13018792,20611,47817712,1
18050196,942110,19232810,2114747,2879328,42025,34096888,1402926,345253,62078228,62078228,958136,765188,261560,134907597,359555,29132517,85304,104119748,1
181466794,2884343,173514574,7850533,7606433,206209,505040261,4261332,733815,104428968,104125704,2914802,2786834,1171057,1118979893,1088512,610323124,350319,1447731710,1
7564025,542614,8877547,876834,1381997,28512,11765879,690501,95938,7259980,7259980,285399,300700,328485,79464203,223738,10693341,33506,32940025,1
7753769,433952,9334433,1111933,1452877,25299,16836963,665973,97865,7718545,7718545,305500,327986,227140,74109890,239948,12525961,24149,39365403,1
11071729,428398,6601276,990714,1497474,26354,16929214,672063,88257,7477260,7477260,269752,364841,184462,81714045,216923,13043324,23448,47829512,1
17420166,967498,18713906,2005778,1882578,37617,15520935,937325,359334,62310091,62310091,972973,577059,472016,106261701,259576,30561779,95174,107956315,1
186659493,2924797,177937527,7018452,4845801,118368,512239505,2693359,344744,61242482,61195686,1719494,1661348,527356,601893284,590567,492117698,314104,1155466476,1
4430354,333144,3909010,757737,1624431,28467,17992223,767523,93412,7273033,7273010,287486,286241,415154,86481693,223112,12036056,38071,37623190,1
8747820,562740,8780131,1249870,1388437,28283,11493333,518713,93189,7715461,7715461,294288,305732,298333,80596826,240558,12505567,25295,39369875,1
8597121,529348,8974133,763627,1143390,25122,10972976,410178,85101,7485231,7485231,259362,353667,313381,86880883,212042,13080594,22107,47914799,1
18092117,809639,17233060,2020788,2621257,44211,19627559,1055574,353073,62128476,62215127,955940,591379,338602,112977249,257849,29724278,79276,105592382,1
140406030,1353472,134952581,4249895,5099488,109653,216115354,2576242,340366,60141429,60135751,1685533,2785329,782706,1075324819,1070393,463357058,284906,1087838544,1
7738481,415700,9192940,899819,1023358,19043,8734928,375948,86570,6346281,6346281,252535,285632,417430,86932537,219406,12042121,34678,37729768,1
7524347,482051,9540421,797267,1430626,29162,15833565,612765,88006,6801969,6801969,268874,305325,289359,81040369,243435,12644048,28054,39330196,1
7142415,377834,8348660,889788,951923,22504,12695600,401779,78564,6546199,6546199,234715,352753,302433,92568492,212077,13005723,27998,47855544,1
17737541,904371,19615430,1826910,2201421,39751,25783104,1108670,341466,58133091,58133091,909605,573173,331178,117078605,256652,29828200,93635,106254227,1
139975256,1917392,162039923,5158528,4395304,84609,378580898,2588803,485897,77805799,77648411,2130574,2110537,693025,855789082,747906,447304675,248658,1048625062,1
7974271,470995,8852422,975877,917544,23671,14805995,471771,93299,7249094,7249094,281596,282388,388981,83958482,217012,12043507,38212,37576406,1
8556558,418284,8490832,981524,1482403,29900,11910449,579387,97755,7711135,7711135,301685,297435,322104,80096350,229925,12468814,25682,39318341,1
9030949,354905,7742968,964614,886204,22611,11997315,566856,84136,7445324,7445324,267219,356121,348765,92001619,221414,13080016,21558,47979328,1
20052688,988176,19369504,2081987,2177843,34682,14430189,704348,345358,59297157,59297157,947027,582487,436935,116102937,254723,29607704,88441,105440225,1
151928541,1801817,150610113,5141874,5500455,127678,425549707,2714025,483562,78967952,78954813,2145317,1562419,660220,618528383,572942,463502068,245876,1087807888,1
7267731,453737,7603451,823638,1242991,22714,11124157,562532,92039,7427281,7427281,289206,285497,374933,86647674,221530,12063443,42081,37582678,1
8385220,496144,7312261,974238,1189812,24795,14935805,534861,98095,7790948,7790948,308060,305389,408675,85316434,246105,12454241,23380,39236682,1
7425865,450855,8323389,780105,1152473,24509,10051809,468208,82109,7531522,7531522,262751,348003,334880,84954089,213119,13004571,20851,47774369,1
16285224,832410,15515827,1712385,2241410,36562,16271210,951065,350823,61440700,61440700,908592,591427,391477,118881958,260870,28777151,83841,102607045,1
219006846,2699259,198863092,7118147,7230907,189667,320870853,3896597,732045,123873585,123873585,4871963,4933953,828571,1238620755,1057853,638282665,389094,1544962410,1
11343599,435632,5258642,1140969,878603,23853,8202668,393659,85051,6334293,6334293,257143,286959,426447,86930990,225114,12059921,36995,38238553,1
9060483,601822,8507264,826483,1035929,24705,8250431,444732,87897,6804988,6804988,271744,297923,285167,75633625,231776,12729632,31436,39995775,1
8818130,373766,8869901,1131440,896998,21974,8161063,397010,80178,6583197,6583197,241384,354490,345809,92375311,219671,13038348,20607,47908736,1
22052749,884183,14686484,2171974,2666311,45675,23368400,1028857,324856,58496760,58496760,933424,576332,412288,114722139,253183,30047280,87135,106752206,1
193457411,2709780,195174316,7836029,7612842,187448,326102798,4050397,705649,110235381,109735068,3497074,3474679,1103131,1138647234,1051310,600924625,340949,1403343721,1
7962123,533805,10071540,950327,1103111,27894,9359049,534586,95359,7266824,7266824,291730,264652,324829,73794935,214641,11994365,35850,37610480,1
8207275,499990,9166367,958169,1360774,26462,11605741,541511,90586,8334799,8334799,312500,271617,332873,75252286,231171,12615340,29167,39279220,1
9685455,506276,9015905,911813,1371906,29891,14104612,593429,86699,7512342,7512342,262079,317398,266135,78086263,200017,13126659,23605,47974465,1
19384804,877757,16283097,2348166,2785620,43210,29988115,1247017,359674,62296341,62296341,961606,556837,306826,116594255,249726,29966664,82517,106496751,1
217393930,2803332,211066821,8583276,6468525,166638,594760939,3894472,693403,100781046,100779132,2817034,4576085,843391,1206776775,1057432,614934553,395485,1469255771,1
7062606,525835,8303929,798326,1361310,30633,10390742,407154,90807,7249495,7249495,281478,269383,329932,73488300,219386,12231118,34530,38718190,1
9436561,507272,6113335,813677,1222997,27535,13281349,514587,96072,7715197,7715197,301541,302869,327875,81565734,236955,12684982,26292,39733729,1
7428633,434456,9702713,960733,1062833,19743,13836174,566548,86166,7472845,7472845,262637,294982,276207,80590152,224083,13048163,24677,47877409,1
85770282,1798977,83144766,4236496,2746786,49732,34047410,1398597,347847,59389695,59389695,942985,614206,417929,148265047,340737,65268243,128361,237585068,1
66346919,2246594,77435056,5883094,7620772,187457,550234164,4374591,748737,103781542,103722370,2884554,2327857,993350,945020486,806584,574046405,406189,1352694289,1
6260995,468755,7439354,754542,1416211,29805,11741898,622328,95539,7280913,7280913,304679,282095,324836,81968363,214917,10601861,34929,33050561,1
10823910,464527,6221599,1019500,1108330,26609,9441355,489636,97906,7719960,7719960,306881,310222,343081,91454826,227070,11207190,23094,34751332,1
8456685,518097,10443670,1001523,1215661,25670,12109600,399461,78851,7429457,7429457,263824,357023,344849,86438601,216403,11725630,21676,43340832,1
17308554,872261,18683137,2145943,2321975,48649,28975082,1083984,357815,62141136,62141136,956193,582999,362495,116667316,256018,28982618,80585,103480321,1
200898751,3006294,211429698,7105907,8260714,184090,560606146,5105379,633597,105646580,105565329,3355780,3849211,1088795,1194135409,1120136,476784501,305289,1111325135,1
7689780,511468,9379004,1042723,1495861,31234,9018630,642851,93573,7249387,7249387,288592,259384,372751,74018609,212048,10657205,34653,33105381,1
11506831,529935,10167698,1294230,1608443,32118,11034569,713900,96663,7715313,7710830,303127,272182,285829,75959393,223960,11257235,26541,34662498,1
9149730,512228,8351320,790151,1227316,28306,17825489,485911,89132,7470574,7470574,276912,318765,271777,77078243,203205,11659529,18571,43220489,1
19053949,1085803,18325073,2083382,1793810,39918,17594594,774011,335181,59298856,59298856,950327,557643,383234,114479678,253341,28992918,81362,102935044,1
201527562,2430011,195529057,6401626,6690651,79397,520401887,3768528,508718,342062829,341811525,2337415,2503603,694616,1090950050,670612,517819197,358438,1558770055,1
5675920,418215,6526117,752200,1310616,18733,7400114,542897,71919,5797434,5797434,247422,266259,400385,73639434,161978,8897368,32759,28229254,1
7245074,426571,6021211,816974,1002223,18188,4544573,332281,85190,8241544,8241544,281377,310645,333972,70850537,189928,9500115,23785,30228087,1
7003139,414732,5461468,649670,682710,13921,3790154,289432,73981,5055508,5055508,223398,329469,371627,75903662,159267,9851363,17696,38020536,1
66635495,1329186,59445667,3194605,3119303,67022,6570517,999278,286064,46883591,46883591,785988,570864,350986,129516611,218468,38278957,117046,137466341,1
192400559,1947405,138681869,4408954,4204703,102074,212026037,2156837,690297,107730423,107642190,3283327,2148528,647109,850962557,782980,447974178,219528,1047562843,1
7985864,433463,6798599,911880,1192055,25221,12479827,540097,89170,7429631,7429631,289324,292408,360647,81521591,224497,10647260,30777,33044705,1
6508031,405860,9277143,1056121,1054610,29978,15945699,493390,98152,7771540,7771540,304311,303715,350473,80476359,238369,11059873,21187,34615617,1
10210666,453142,8922455,735074,1137496,20848,16428655,492005,91066,7580961,7580961,278124,357550,305661,85156757,218240,13055103,23806,47908995,1
13469123,930286,20410266,1812697,2707011,44935,31552114,1140266,316048,46929860,46929860,842778,582779,406520,118994635,272112,30068548,82750,107036741,1
259325981,3440656,273496462,8420921,8432256,214743,644026135,5222166,766589,110867017,110513587,4249805,2884877,845788,1142873482,1123058,525172883,400026,1249282034,1
8244849,475630,7845384,953251,1154475,27708,5895819,495151,85881,6521049,6521049,256883,257465,341045,75231406,214317,10831155,32939,33929571,1
7190765,483918,9873803,1010852,1267827,22690,8855642,546020,81383,6854836,6854836,274839,280759,348157,81556326,230680,11233390,23131,34967932,1
8230278,461338,9562208,896640,934459,23978,13566118,585923,81551,6709040,6709041,238715,327809,273514,88774799,207384,11998440,21534,44143215,1
18666894,861799,18260440,2273525,2740842,44967,25729614,1269252,292576,47016241,47016325,826286,565867,330939,106806045,250362,27671739,88045,97926566,1
204343651,2676605,216919040,8024434,7625086,198887,582561731,3925875,663306,123912431,123912431,4875024,4954234,1163989,1256465952,1064142,640052971,396420,1554073373,1
8489821,393633,7005350,1033396,1595134,30183,11964378,715115,83900,6358214,6358214,258390,288746,362798,83035638,219943,12030428,34905,37661303,1
12644569,682495,11452612,1312450,1340588,29410,13625526,511068,87488,6820066,6820066,276939,304464,401691,85481531,249636,12628770,26211,39424123,1
8027319,517179,12095716,954964,1458217,24947,17077178,639984,76727,6609735,6609735,235083,351170,291848,91643890,212546,13089850,23863,47939183,1
18662377,1005864,18082540,2331799,2570019,48268,33361669,1256490,304651,45886913,45886999,869372,578582,453892,116746315,255811,29746411,89287,105113445,1
186061767,2955886,193819989,7015916,8147221,187967,653734818,5099047,696572,105937059,105850334,3015208,2717647,1177916,1113114199,1119985,609747572,375158,1430027517,1
8711083,495126,8214527,881318,1247170,24434,12385319,667463,92557,7255691,7255691,292468,301986,397544,86773127,232003,12004817,38047,37674645,1
9588160,578133,9552508,906760,1488851,25538,9568639,496720,98560,7729010,7729010,303314,302904,327712,76633489,232055,13048291,29570,40843273,1
7823443,407462,10670846,1014413,1246678,26929,9138867,371880,88429,7491880,7491880,262070,354966,399091,91511645,211075,13041260,23297,47797530,1
18158691,907186,19293796,2237363,2484503,40472,32253974,1237736,338226,46617215,46617215,922047,587601,366968,114974479,261342,29249724,90536,104241975,1
187045281,2393927,199862786,7570442,7201029,187699,561815389,5399899,542712,86320665,86042461,2441630,2824564,835384,1140350596,1081400,625364991,368590,1509897555,1
5614735,349712,4222733,597965,1421370,22096,10966295,655334,84204,6513713,6513713,257749,296838,366609,83024553,224094,11973167,38117,37629827,1
7826945,539175,7399860,762045,1433416,32057,12261120,716682,83618,6860336,6860336,270912,296840,398851,84244119,227456,12591485,25860,39426624,1
7802560,421842,7431577,836369,1160423,25918,15691999,490797,79559,6709067,6709067,255450,357310,332602,87747831,214154,13052720,26920,47874310,1
16383212,864731,18016988,2016272,3180433,49302,34877061,1492099,304033,47832019,47832019,821481,606842,398988,119770774,277723,29992397,92158,106725280,1
246494862,2971284,207136282,7852818,5442821,122710,473072716,3728812,660191,91149809,90907910,2596168,3923373,1075000,1209036608,1101588,583972651,412734,1379265545,1
6529952,509327,10441634,969563,1130720,23367,8141194,421207,87986,6738759,6738759,276614,282688,374663,79753685,219248,12264859,33532,38733057,1
6192456,332646,6865806,860584,1218498,22694,9560468,466330,93258,6817340,6817340,280389,303327,330921,80938376,236727,12756340,32405,39613407,1
